2001 super output areas - lower layer,mnemonic,"22 : Publishing, printing and reproduction of recorded media",,24 : Manufacture of chemicals and chemical products,,30 : Manufacture of office machinery and computers,,"32 : Manufacture of radio, television and communication equipment and apparatus",,"33 : Manufacture of medical, precision and optical instruments, watches and clocks",,"50 : Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel",,"51 : Wholesale trade and commission trade, except of motor vehicles and motorcycles",,64 : Post and telecommunications,,"65 : Financial intermediation, except insurance and pension funding",,"66 : Insurance and pension funding, except compulsory social security",,67 : Activities auxiliary to financial intermediation,,72 : Computer and related activites,,73 : Research and development,,74 : Other business activities,,75 : Public administration and defence; compulsory social security,,80 : Education,,85 : Health and social work,,"92 : Recreational, cultural and sporting activities"
Hackney 007C,E01001717,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,10,,30
Hackney 007D,E01001718,0,,0,,0,,0,,0,,0,,0,,10,,25,,0,,5,,10,,0,,30,,0,,200,,5,,5
Hackney 007E,E01001719,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5
Hackney 007F,E01001720,5,,0,,0,,0,,0,,5,,5,,0,,0,,0,,5,,10,,0,,45,,0,,0,,0,,15
Hackney 008A,E01001742,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,20,,0,,0,,50,,10
Hackney 008B,E01001801,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,10,,0,,0,,50,,5
Hackney 008C,E01001803,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,40,,0,,0,,45,,5
Hackney 008D,E01001806,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,250,,75,,45
Hackney 009C,E01001829,5,,0,,0,,0,,0,,0,,15,,0,,15,,0,,0,,30,,0,,50,,0,,75,,20,,25
Hackney 009D,E01001831,5,,0,,0,,0,,0,,5,,10,,15,,20,,0,,0,,10,,0,,45,,0,,10,,25,,40
Hackney 009E,E01001832,5,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,20,,0,,5,,10,,5
Hackney 009B,E01001805,5,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0,,5,,0,,125,,50,,15,,5,,20
Hackney 009A,E01001741,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,20,,0,,0,,35,,15
Hackney 010E,E01001770,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,400,,35,,10
Hackney 010A,E01001764,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,75,,0,,10
Hackney 010B,E01001765,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,0,,5,,0,,50,,0,,0
Hackney 010C,E01001766,0,,0,,0,,0,,0,,50,,5,,0,,0,,0,,0,,5,,0,,15,,0,,300,,15,,5
Hackney 010D,E01001767,0,,0,,0,,0,,0,,0,,15,,50,,0,,0,,0,,0,,0,,15,,0,,75,,10,,5
Hackney 011A,E01001792,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,5,,0,,20,,0,,10,,10,,10
Hackney 011B,E01001793,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,700,,45,,10
Hackney 011C,E01001794,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,15,,0,,100,,75,,15
Hackney 011D,E01001795,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,15,,0,,0,,15,,5
Hackney 011E,E01001796,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,25,,0,,75,,15,,5
Hackney 012A,E01001736,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,0,,35,,10
Hackney 012B,E01001737,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,50,,0,,400,,30,,20
Hackney 012C,E01001738,15,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,5,,0,,25,,0,,0,,10,,10
Hackney 012D,E01001739,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,10,,0,,100,,0,,75,,20,,25
Hackney 013D,E01001790,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,45,,0,,0
Hackney 013A,E01001786,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,75,,5
Hackney 013B,E01001787,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,,25,,0
Hackney 013C,E01001788,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,15,,0
Hackney 014D,E01001833,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,20,,0,,0,,0,,10
Hackney 014E,E01001834,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,0,,75,,15
Hackney 014F,E01001835,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,0,,50,,0,,10
Hackney 014C,E01001830,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,0,,10,,1000,,5,,50,,10
Hackney 014A,E01001740,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,0,,0,,0,,50,,10,,0
Hackney 014B,E01001747,5,,0,,0,,0,,0,,5,,20,,0,,0,,0,,0,,5,,0,,20,,40,,75,,40,,15
Hackney 015A,E01001733,0,,0,,0,,0,,0,,5,,5,,5,,0,,0,,0,,5,,0,,20,,50,,5,,50,,20
Hackney 015C,E01001789,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,20,,0,,0,,5,,5
Hackney 015D,E01001791,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,100,,5,,5
Hackney 015B,E01001785,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,50,,0,,0,,0
Hackney 016C,E01001757,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0
Hackney 016D,E01001758,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,10,,0,,175,,30,,5
Hackney 016E,E01001759,0,,0,,0,,0,,0,,5,,5,,0,,5,,0,,0,,0,,0,,10,,0,,0,,15,,5
Hackney 016A,E01001745,75,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,5,,0,,20,,0,,0,,75,,25
Hackney 016B,E01001746,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5
Hackney 016F,E01001761,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,5,,0,,10,,0,,75,,5,,10
Hackney 017D,E01001762,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,700,,900,,20,,125
Hackney 017C,E01001760,5,,0,,0,,0,,0,,5,,20,,0,,75,,0,,0,,5,,0,,50,,0,,0,,0,,20
Hackney 017B,E01001734,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,5,,0,,45,,0,,0,,50,,100
Hackney 017A,E01001731,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,125,,75,,0,,30,,0
Hackney 018A,E01001846,0,,0,,0,,0,,0,,0,,50,,0,,0,,0,,0,,5,,0,,10,,0,,25,,15,,0
Hackney 018B,E01001847,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,20,,0,,125,,125,,0
Hackney 018C,E01001848,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,20,,5
Hackney 018D,E01001849,150,,0,,0,,0,,0,,0,,75,,0,,0,,0,,0,,10,,0,,25,,0,,300,,40,,10
Hackney 019F,E01001850,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,225,,15,,5
Hackney 019C,E01001732,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0
Hackney 019D,E01001735,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,40,,0,,0,,75,,5
Hackney 019A,E01001729,10,,0,,0,,0,,0,,0,,10,,5,,0,,0,,0,,5,,0,,50,,0,,0,,3000,,5
Hackney 019B,E01001730,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,0,,0,,250,,75,,50,,700,,40
Hackney 019E,E01001838,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,30,,0
Hackney 020D,E01001816,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,30,,0,,0,,0,,50
Hackney 020E,E01001819,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,25,,0,,10,,0,,10
Hackney 020C,E01001763,5,,0,,0,,5,,0,,0,,10,,0,,0,,0,,0,,5,,5,,15,,225,,0,,0,,10
Hackney 020A,E01001748,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,0,,10,,0,,35,,0,,50,,40,,30
Hackney 020B,E01001749,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,0,,0,,0,,15
Hackney 021C,E01001750,25,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,10,,0,,60,,50,,5,,15,,30
Hackney 021D,E01001751,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,10,,0,,130,,0,,0,,35,,10
Hackney 021A,E01001743,15,,0,,0,,0,,0,,5,,50,,15,,100,,5,,10,,15,,10,,500,,0,,20,,240,,120
Hackney 021B,E01001744,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,15,,5
Hackney 021F,E01001817,10,,0,,0,,0,,0,,5,,10,,5,,20,,0,,5,,5,,0,,35,,0,,0,,50,,35
Hackney 021E,E01001756,0,,0,,0,,0,,0,,30,,15,,0,,5,,0,,0,,10,,0,,50,,75,,100,,45,,15
Hackney 022D,E01001844,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,45,,0,,0,,5,,15
Hackney 022E,E01001845,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,75,,0,,0
Hackney 022B,E01001840,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,,0,,200,,35,,10
Hackney 022C,E01001841,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,30,,5
Hackney 022A,E01001836,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,15,,0,,50,,0,,10
Hackney 023B,E01001837,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,0,,0,,20,,0,,0,,300,,5
Hackney 023D,E01001842,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,5
Hackney 023E,E01001843,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,10,,10
Hackney 023C,E01001839,5,,0,,0,,0,,0,,20,,15,,0,,0,,0,,0,,10,,0,,45,,0,,15,,100,,15
Hackney 023A,E01001818,50,,0,,10,,0,,0,,45,,150,,0,,0,,0,,5,,30,,0,,230,,500,,75,,125,,80
Hackney 024E,E01001820,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5
Hackney 024F,E01001821,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,30,,5,,0
Hackney 024D,E01001815,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,5,,0
Hackney 024B,E01001774,5,,0,,0,,0,,0,,5,,20,,0,,0,,0,,0,,15,,0,,15,,0,,125,,75,,75
Hackney 024C,E01001775,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,15,,5
Hackney 024A,E01001772,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,5
Hackney 025E,E01001773,0,,0,,0,,0,,0,,20,,25,,0,,0,,0,,0,,10,,0,,45,,0,,50,,30,,30
Hackney 025F,E01001776,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,50,,0,,75,,75,,5
Hackney 025A,E01001752,20,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,30,,0,,140,,0,,75,,25,,100
Hackney 025B,E01001753,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,45,,50,,0,,0,,15
Hackney 025C,E01001754,50,,0,,0,,0,,20,,5,,30,,0,,0,,0,,5,,40,,0,,70,,0,,75,,0,,35
Hackney 025D,E01001755,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,25,,0,,250,,800,,5
Hackney 026A,E01001779,175,,0,,0,,0,,0,,0,,50,,25,,0,,0,,5,,125,,0,,500,,25,,40,,200,,50
Hackney 026B,E01001781,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,40,,0
Hackney 026C,E01001782,15,,0,,0,,0,,0,,0,,100,,0,,0,,0,,0,,35,,0,,275,,0,,50,,225,,35
Hackney 026D,E01001783,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,5
Hackney 027E,E01001784,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,2000,,0,,0,,10,,10
Hackney 027D,E01001780,35,,0,,0,,0,,0,,0,,40,,45,,0,,0,,5,,250,,0,,950,,125,,100,,15,,75
Hackney 027B,E01001777,10,,0,,0,,0,,0,,5,,50,,0,,0,,0,,0,,25,,0,,150,,0,,700,,25,,75
Hackney 027C,E01001778,175,,0,,0,,0,,0,,0,,50,,500,,5,,600,,400,,90,,0,,1750,,0,,25,,40,,50
Hackney 027A,E01001771,1500,,0,,5,,75,,0,,30,,750,,1125,,1000,,45,,1250,,1250,,100,,8000,,150,,600,,1500,,900
Hammersmith and Fulham 001A,E01001874,900,,0,,0,,0,,0,,10,,45,,20,,0,,0,,0,,600,,0,,130,,35,,225,,25,,3000
Hammersmith and Fulham 001B,E01001875,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,40,,0,,0,,30,,5
Hammersmith and Fulham 001C,E01001876,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,0,,1000,,10,,700,,45,,4000,,5
Hammersmith and Fulham 001D,E01001877,45,,0,,0,,0,,0,,800,,375,,0,,10,,0,,35,,20,,0,,100,,0,,30,,20,,10
Hammersmith and Fulham 001E,E01001878,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,50,,15,,5
Hammersmith and Fulham 002D,E01001961,0,,0,,0,,0,,0,,0,,700,,0,,0,,0,,0,,0,,0,,5,,0,,100,,10,,1500
Hammersmith and Fulham 002B,E01001957,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,45,,20,,0
Hammersmith and Fulham 002C,E01001958,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Hammersmith and Fulham 002A,E01001955,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,5,,0,,250,,10,,50
Hammersmith and Fulham 003B,E01001956,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,0,,5,,50,,10
Hammersmith and Fulham 003C,E01001959,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,5
Hammersmith and Fulham 003D,E01001960,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,35,,0,,0,,0,,10
Hammersmith and Fulham 003A,E01001954,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,15,,0,,0,,50,,10
Hammersmith and Fulham 004A,E01001943,15,,0,,0,,0,,0,,30,,75,,150,,10,,0,,0,,25,,0,,550,,0,,40,,30,,90
Hammersmith and Fulham 004B,E01001944,0,,0,,0,,0,,0,,0,,125,,0,,0,,0,,0,,5,,0,,125,,0,,0,,0,,5
Hammersmith and Fulham 004C,E01001945,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,30,,0,,0,,10,,25
Hammersmith and Fulham 004D,E01001946,5,,0,,0,,0,,0,,0,,5,,75,,0,,0,,0,,5,,0,,425,,0,,0,,15,,5000
Hammersmith and Fulham 005B,E01001940,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,45,,0,,0,,20,,25
Hammersmith and Fulham 005C,E01001941,5,,0,,0,,10,,0,,0,,30,,20,,15,,0,,0,,600,,0,,140,,150,,100,,175,,150
Hammersmith and Fulham 005D,E01001942,5,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,0,,0,,60,,0,,10,,20,,25
Hammersmith and Fulham 005A,E01001862,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,75,,15,,15,,50
Hammersmith and Fulham 006D,E01001863,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,25,,0,,0,,5,,15
Hammersmith and Fulham 006E,E01001864,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,30,,0,,20,,0,,0,,75,,100
Hammersmith and Fulham 006A,E01001858,0,,0,,0,,0,,0,,15,,5,,0,,0,,0,,0,,5,,0,,100,,0,,30,,45,,15
Hammersmith and Fulham 006B,E01001860,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,5,,0,,35,,0,,0,,35,,25
Hammersmith and Fulham 006C,E01001861,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,20,,20
Hammersmith and Fulham 007A,E01001852,5,,0,,0,,0,,0,,0,,15,,0,,5,,0,,0,,15,,0,,170,,0,,0,,0,,850
Hammersmith and Fulham 007B,E01001853,5,,0,,0,,0,,0,,15,,20,,0,,0,,0,,0,,10,,0,,35,,0,,0,,5,,10
Hammersmith and Fulham 007C,E01001854,35,,0,,0,,0,,0,,10,,0,,5,,20,,0,,0,,450,,0,,130,,0,,75,,75,,35
Hammersmith and Fulham 007D,E01001857,5,,0,,0,,0,,0,,50,,5,,5,,35,,0,,0,,5,,0,,125,,0,,35,,15,,75
Hammersmith and Fulham 008A,E01001859,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,15,,5
Hammersmith and Fulham 008B,E01001865,40,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,30,,0,,125,,20,,60
Hammersmith and Fulham 008C,E01001927,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,60,,0,,0,,0,,25
Hammersmith and Fulham 008D,E01001930,0,,0,,0,,0,,0,,30,,0,,0,,0,,0,,0,,10,,0,,60,,0,,0,,125,,70
Hammersmith and Fulham 009D,E01001929,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,50,,5,,5,,15,,35
Hammersmith and Fulham 009A,E01001895,20,,0,,0,,0,,10,,5,,150,,0,,0,,0,,0,,45,,5,,40,,0,,45,,10,,35
Hammersmith and Fulham 009B,E01001896,5,,0,,0,,0,,0,,15,,20,,0,,0,,0,,0,,10,,0,,125,,0,,5,,50,,15
Hammersmith and Fulham 009C,E01001897,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,15,,0,,45,,0,,225,,0,,25
Hammersmith and Fulham 010E,E01001873,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,25,,0,,0,,0,,10
Hammersmith and Fulham 010B,E01001855,45,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,130,,0,,0,,40,,40
Hammersmith and Fulham 010C,E01001856,20,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,160,,0,,40,,40,,15
Hammersmith and Fulham 010A,E01001851,35,,0,,0,,0,,5,,5,,45,,0,,0,,0,,0,,15,,0,,190,,0,,175,,700,,180
Hammersmith and Fulham 010D,E01001869,10,,0,,0,,0,,0,,0,,400,,0,,5,,0,,15,,125,,0,,275,,500,,300,,45,,15
Hammersmith and Fulham 011A,E01001928,10,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,10,,0,,40,,0,,75,,15,,100
Hammersmith and Fulham 011B,E01001931,5,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,15,,0,,275,,0,,25,,150,,10
Hammersmith and Fulham 011C,E01001932,20,,0,,0,,0,,0,,50,,40,,0,,0,,0,,0,,175,,0,,375,,0,,300,,125,,15
Hammersmith and Fulham 011D,E01001933,30,,0,,0,,0,,0,,75,,25,,75,,15,,0,,25,,75,,0,,1250,,0,,50,,5,,140
Hammersmith and Fulham 012D,E01001870,75,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,450,,0,,2750,,0,,0,,0,,350
Hammersmith and Fulham 012E,E01001871,50,,5,,0,,0,,0,,0,,25,,100,,0,,0,,0,,230,,0,,950,,0,,350,,125,,50
Hammersmith and Fulham 012F,E01001872,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,25,,0,,0,,0,,10
Hammersmith and Fulham 012A,E01001866,5,,0,,0,,0,,0,,0,,10,,75,,5,,0,,0,,15,,0,,700,,0,,150,,15,,140
Hammersmith and Fulham 012B,E01001867,1000,,0,,0,,0,,0,,5,,900,,0,,0,,0,,0,,45,,0,,400,,0,,50,,200,,0
Hammersmith and Fulham 012C,E01001868,0,,0,,0,,0,,0,,0,,15,,0,,5,,0,,0,,5,,0,,5,,0,,0,,0,,5
Hammersmith and Fulham 013A,E01001893,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100,,0,,450,,0,,30,,5,,125
Hammersmith and Fulham 013B,E01001894,150,,0,,0,,0,,0,,10,,35,,15,,250,,0,,0,,15,,0,,2750,,350,,350,,100,,250
Hammersmith and Fulham 013C,E01001898,15,,0,,0,,0,,5,,0,,300,,100,,50,,5,,125,,450,,125,,4000,,450,,125,,400,,1875
Hammersmith and Fulham 013D,E01001899,20,,0,,0,,0,,0,,5,,20,,35,,200,,0,,5,,125,,0,,1375,,30,,75,,125,,75
Hammersmith and Fulham 013E,E01001900,450,,0,,0,,0,,0,,0,,100,,0,,10,,0,,0,,50,,0,,750,,175,,0,,45,,450
Hammersmith and Fulham 014A,E01001889,25,,0,,0,,0,,0,,35,,0,,0,,0,,0,,0,,5,,0,,35,,0,,45,,10,,5
Hammersmith and Fulham 014C,E01001913,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,45,,0,,50,,0,,5
Hammersmith and Fulham 014D,E01001914,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,30,,0,,400,,0,,20,,75,,10
Hammersmith and Fulham 014B,E01001910,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,20,,0,,0,,15,,125
Hammersmith and Fulham 015D,E01001911,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,25,,0,,15,,1375,,350,,20,,0
Hammersmith and Fulham 015E,E01001912,0,,0,,0,,0,,0,,10,,5,,5,,5,,0,,0,,25,,0,,50,,0,,0,,20,,15
Hammersmith and Fulham 015B,E01001908,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,15,,0,,50,,0,,0,,0,,10
Hammersmith and Fulham 015C,E01001909,15,,0,,0,,0,,0,,10,,5,,0,,0,,0,,5,,5,,0,,50,,0,,75,,5,,10
Hammersmith and Fulham 015A,E01001885,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0
Hammersmith and Fulham 016A,E01001886,5,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,5,,0,,75,,0,,30,,30,,35
Hammersmith and Fulham 016B,E01001887,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,15,,45,,5
Hammersmith and Fulham 016C,E01001890,25,,0,,0,,0,,10,,10,,5,,15,,0,,0,,0,,0,,150,,75,,0,,450,,4000,,15
Hammersmith and Fulham 016D,E01001892,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,5,,5
Hammersmith and Fulham 017A,E01001880,75,,0,,0,,0,,0,,0,,0,,0,,50,,0,,0,,10,,0,,140,,0,,0,,10,,50
Hammersmith and Fulham 017B,E01001881,20,,0,,0,,0,,0,,20,,5,,25,,30,,0,,0,,10,,0,,140,,10,,15,,200,,50
Hammersmith and Fulham 017C,E01001882,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,10,,0,,30,,0,,35,,10,,5
Hammersmith and Fulham 017D,E01001883,35,,0,,0,,0,,0,,15,,25,,5,,0,,0,,0,,30,,0,,250,,0,,300,,100,,10
Hammersmith and Fulham 017E,E01001884,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,10,,0,,125,,0,,0,,35,,25
Hammersmith and Fulham 018A,E01001888,25,,0,,0,,5,,0,,0,,5,,0,,15,,0,,5,,5,,0,,275,,0,,5,,30,,10
Hammersmith and Fulham 018C,E01001917,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,20,,0,,40,,0,,15
Hammersmith and Fulham 018D,E01001918,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,45,,0,,0,,0,,5
Hammersmith and Fulham 018E,E01001919,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,35,,0,,100,,45,,5
Hammersmith and Fulham 018B,E01001891,5,,0,,0,,0,,0,,75,,5,,0,,0,,0,,0,,50,,0,,475,,0,,0,,10,,700
Hammersmith and Fulham 019B,E01001901,5,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,35,,0,,475,,0,,0,,5,,10
Hammersmith and Fulham 019C,E01001902,75,,0,,0,,0,,0,,5,,30,,5,,5,,0,,0,,30,,0,,150,,0,,5,,50,,15
Hammersmith and Fulham 019D,E01001903,5,,0,,0,,0,,0,,10,,45,,0,,0,,0,,0,,5,,0,,450,,0,,75,,30,,10
Hammersmith and Fulham 019A,E01001879,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,5,,0,,0,,35,,0,,50,,10,,5
Hammersmith and Fulham 020A,E01001920,5,,0,,0,,0,,0,,0,,10,,25,,30,,0,,5,,50,,5,,375,,100,,40,,50,,400
Hammersmith and Fulham 020B,E01001921,20,,0,,0,,0,,0,,25,,10,,0,,0,,0,,15,,10,,0,,70,,0,,0,,40,,20
Hammersmith and Fulham 020C,E01001922,0,,0,,0,,0,,0,,5,,20,,0,,0,,0,,10,,10,,0,,70,,0,,75,,600,,10
Hammersmith and Fulham 020D,E01001923,35,,0,,0,,0,,5,,0,,35,,0,,0,,0,,0,,15,,0,,250,,0,,0,,10,,40
Hammersmith and Fulham 020E,E01001924,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,5,,0,,25,,0,,50,,15,,10
Hammersmith and Fulham 021A,E01001947,0,,0,,0,,0,,5,,0,,5,,125,,0,,0,,0,,0,,0,,35,,0,,5,,5,,15
Hammersmith and Fulham 021B,E01001948,25,,0,,0,,0,,0,,10,,75,,0,,0,,0,,0,,45,,0,,325,,0,,15,,50,,80
Hammersmith and Fulham 021C,E01001949,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,190,,0,,75,,30,,15
